Versions,Source,Line,Description,Type,MinOccur,MaxOccur,Xpath,2007v2.0,2007v2.1,2007v2.10,2007v2.11,2007v2.2,2007v2.3,2007v2.4,2007v2.6,2008v2.10,2008v2.5,2008v2.7,2008v2.9,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0
2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliatedGroupSchedule,,Total Grassroots Lobbying Amount,USAmountNNType,,,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalGrassrootsLobbying,,,,,,,,,,,,,,,,,28,327,25,337,,181,197,4,,353,,345,41,375,,,,,,
2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliatedGroupSchedule,,Total Lobbying Expenditures Amount,USAmountNNType,,,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotalLobbyingExpenditures,,,,,,,,,,,,,,,,,28,327,25,337,,181,197,4,,353,,345,41,375,,,,,,
2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliatedGroupSchedule,,Total Lobbying Expenditures Minus Lobbying Non-Taxable Amount,USAmountNNType,,,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyExpendMnsLobbyingNontx,,,,,,,,,,,,,,,,,28,327,25,337,,181,197,4,,353,,345,41,375,,,,,,
2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliatedGroupSchedule,,Total Lobbying Grassroots Minus Non-Taxable Amount,USAmountNNType,,,/Return/ReturnData/AffiliatedGroupSchedule/AffiliatedSchedule/TotLobbyingGrassrootMinusNontx,,,,,,,,,,,,,,,,,28,327,25,337,,181,197,4,,353,,345,41,375,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,StreetAddressType,,,/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/AddressLine1,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,StreetAddressType,0,,/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/AddressLine2,,,,,,,,,,,,,,,,,,,71,269,,,274,,,1,10,32,,,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,CityType,,,/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/City,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,StateType,,,/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/State,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,ZIPCodeType,,,/Return/ReturnData/AffiliateListing/Affiliate/AddressUS/ZIPCode,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,EIN,EINType,,,/Return/ReturnData/AffiliateListing/Affiliate/EIN,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,BusinessNameLine1Type,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,538,271,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,BusinessNameLine1Type,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine1Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,BusinessNameLine2Type,0,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,9,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,BusinessNameLine2Type,0,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessName/BusinessNameLine2Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,Name control,BusinessNameControlType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/BusinessNameControlTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,538,271,996,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,EIN,EINType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/EIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,538,271,996,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,StreetAddressType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,537,271,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,StreetAddressType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine1Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,StreetAddressType,0,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10,1,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,StreetAddressType,0,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/AddressLine2Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,CityType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,537,271,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,CityType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/CityNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,StateType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,537,271,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,StateType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/StateAbbreviationCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,43
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AffiliateListing,,,ZIPCodeType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/ZIPCd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,43
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,AffiliateListing,,,ZIPCodeType,,,/Return/ReturnData/AffiliateListing/AffiliateListingGrp/USAddress/ZIPCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,537,271,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,BusinessNameLine1Type,,,/Return/ReturnData/AffiliateListing/Affiliate/Name/BusinessNameLine1,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,,BusinessNameLine2Type,0,,/Return/ReturnData/AffiliateListing/Affiliate/Name/BusinessNameLine2,,,,,,,,,,,,,,,,,,1,80,1,,5,107,7,,2,,351,,3,,,,,,
2009v1.10; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AffiliateListing,,Name control,BusinessNameControlType,,,/Return/ReturnData/AffiliateListing/Affiliate/NameControl,,,,,,,,,,,,,,,5,1,1,253,210,1377,,43,859,10,,407,65,1048,47,44,,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,AveragingAttachment,,Explanation,ExplanationType,0,,/Return/ReturnData/AveragingAttachment/Explanation,,,,,,,,,,,,,,,,2,,20,21,24,1,30,72,,,33,,40,,63,,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,AveragingAttachment,,Explanation,ExplanationType,0,,/Return/ReturnData/AveragingAttachment/ExplanationTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,50,123,16
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,CompensationExplanation,,,BusinessNameLine1Type,,,/Return/ReturnData/CompensationExplanation/Compensation/BusinessName/BusinessNameLine1,,,,,,,,,,,,,,,,240,,488,913,527,25,112,1234,3,,162,,808,8,497,,,,,,
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,CompensationExplanation,,,BusinessNameLine2Type,0,,/Return/ReturnData/CompensationExplanation/Compensation/BusinessName/BusinessNameLine2,,,,,,,,,,,,,,,,117,,155,581,258,9,44,698,,,74,,446,,196,,,,,,
2003V21; 2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,CompensationExplanation,,Explanation,ShortExplanationType,0,,/Return/ReturnData/CompensationExplanation/Compensation/Explanation,2,,,,,,,,,11,,,,,167,27,22,63,1113,1041,5,9,2546,68,,14,1,2337,724,21,26,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,CompensationExplanation,,,BusinessNameLine1Type,,,/Return/ReturnData/CompensationExplanation/CompensationExplanationGrp/BusinessName/BusinessNameLine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1014,190,,
2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,CompensationExplanation,,,BusinessNameLine1Type,,,/Return/ReturnData/CompensationExplanation/CompensationExplanationGrp/BusinessName/BusinessNameLine1Txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0,CompensationExplanation,,,BusinessNameLine2Type,0,,/Return/ReturnData/CompensationExplanation/CompensationExplanationGrp/BusinessName/BusinessNameLine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,69,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,CompensationExplanation,,Person Name,PersonNameType,,,/Return/ReturnData/CompensationExplanation/CompensationExplanationGrp/PersonNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,123130,28226,3714,107
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,CompensationExplanation,,Explanation,ShortExplanationType,0,,/Return/ReturnData/CompensationExplanation/CompensationExplanationGrp/ShortExplanationTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3198,314,3654,103
2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,CompensationExplanation,,Person Name,PersonNameType,,,/Return/ReturnData/CompensationExplanation/Compensation/PersonName,9,,,,,,,,35,11,24,,,,170,6292,22,18563,41540,31766,1916,9478,92536,65,,17177,1,73794,783,57725,423,,,,,
2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,EmployeeCompensationExplanation,,Employee name,PersonNameType,0,,/Return/ReturnData/EmployeeCompensationExpln/EmployeeCompExplanation/EmployeeName,,,,,,,5,,,,,,,,,,2,,,2,,1,1,5,,2,,10,,1,,,,,,
2004v1.0; 2005v3.0; 2005v3.1; 2005v3.2; 2005v3.3; 2005v4.0; 2005v4.1; 2006v3.0; 2006v3.1; 2006v3.2; 2006v3.3; 2006v4.0; 2006v4.1; 2006v4.2; 2006v4.3; 2006v4.4; 2007v1.0; 2007v1.1; 2007v2.0; 2007v2.1; 2007v2.10; 2007v2.11; 2007v2.12; 2007v2.13; 2007v2.14; 2007v2.2; 2007v2.3; 2007v2.4; 2007v2.5; 2007v2.6; 2007v2.7; 2007v2.8; 2007v2.9; 2008v1.0; 2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0; 2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,EmployeeCompensationExplanation,,Explanation,ExplanationType,0,,/Return/ReturnData/EmployeeCompensationExpln/EmployeeCompExplanation/Explanation,,,,,,,,,,,,,,,,,2,,,2,,,1,5,,,,9,,,,,,,,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,EmployeeCompensationExplanation,,Employee name,PersonNameType,0,,/Return/ReturnData/EmployeeCompensationExpln/EmployeeCompExplanationGrp/EmployeeNm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,5,
2013v2.0; 2013v3.0; 2013v3.1; 2013v4.0; 2014v5.0; 2014v6.0; 2015v2.0; 2015v2.1; 2015v3.0,EmployeeCompensationExplanation,,Explanation,ExplanationType,0,,/Return/ReturnData/EmployeeCompensationExpln/EmployeeCompExplanationGrp/ExplanationTxt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,
2010v2.0; 2010v3.0; 2010v3.1; 2010v3.2; 2010v3.3; 2010v3.4; 2010v3.5; 2010v3.6; 2010v3.7,IRS990,Part XII Line 2a,Accountant provide compilation or review?,BooleanType,1,,/Return/ReturnData/IRS990/AccountantCompileOrReview,,,,,,,,,16,2,32,37,17,85,1834,3452,2962,24961,53378,61543,642,7434,122522,3021,1,33960,45608,103157,7743,22553,629,,,,,
2008v2.0; 2008v2.1; 2008v2.10; 2008v2.11; 2008v2.12; 2008v2.13; 2008v2.14; 2008v2.2; 2008v2.3; 2008v2.4; 2008v2.5; 2008v2.6; 2008v2.7; 2008v2.8; 2008v2.9; 2009v1.0; 2009v1.1; 2009v1.10; 2009v1.2; 2009v1.3; 2009v1.4; 2009v1.5; 2009v1.6; 2009v1.7; 2009v1.8; 2009v1.9; 2010v1.0,IRS990,Part XI Line 2a,Accountant provide compilation or review?,BooleanType,1,,/Return/ReturnData/IRS990/AccountantCompileOrReview,,,,,,,,,16,2,32,37,17,85,1834,3452,2962,24961,53378,61543,642,7434,122522,3021,1,33960,45608,103157,7743,22553,629,,,,,
,,,,,,,/Return/ReturnData/IRS990/AccountantCompileOrReviewBasis/FinancialStatementBoth,,,,,,,,,,,,,,,,,,,,,,,,,,,154,393,187,25,5,,,,,
,,,,,,,/Return/ReturnData/IRS990/AccountantCompileOrReviewBasis/FinancialStatementConsolidated,,,,,,,,,,,,,,,,,,,,,,,,,,,332,1102,364,160,8,,,,,
